batter_id,batter_name,year,team,avg,G,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E,career,starting_salary,OPS,born_year,born_month,born_day,position_1,position_2,position_3,height,weight,hw_ratio,start_year,n_year,age
57,김재호,2016,두산,0.226,12,31,3,7,0,0,0,7,2,1,1,5,1,9,1,0.226,0.35100000000000003,0,남정초-중앙중-중앙고-두산-상무,20000,0.5770000000000001,1985,3,21,내야수,우투,우타,181,75,0.4143646408839779,2004,13,31
57,김재호,2017,두산,0.308,5,13,1,4,0,0,1,7,2,0,0,0,0,2,1,0.5379999999999999,0.308,0,남정초-중앙중-중앙고-두산-상무,20000,0.8460000000000001,1985,3,21,내야수,우투,우타,181,75,0.4143646408839779,2004,14,32
57,김재호,2018,두산,0.2,6,15,2,3,1,0,0,4,0,0,0,0,0,4,1,0.267,0.2,0,남정초-중앙중-중앙고-두산-상무,20000,0.467,1985,3,21,내야수,우투,우타,181,75,0.4143646408839779,2004,15,33
58,김재환,2008,두산,0.25,7,8,0,2,0,0,0,2,0,0,0,0,0,2,0,0.25,0.25,0,영랑초-상인천중-인천고-두산-상무,15000,0.5,1988,9,22,외야수,우투,좌타,183,90,0.4918032786885246,2008,1,20
58,김재환,2011,두산,0.222,11,27,4,6,2,0,1,11,4,0,0,2,0,5,1,0.407,0.267,0,영랑초-상인천중-인천고-두산-상무,15000,0.6739999999999999,1988,9,22,외야수,우투,좌타,183,90,0.4918032786885246,2008,4,23
58,김재환,2014,두산,0.333,7,15,7,5,0,0,2,11,5,1,0,2,0,2,0,0.733,0.412,1,영랑초-상인천중-인천고-두산-상무,15000,1.145,1988,9,22,외야수,우투,좌타,183,90,0.4918032786885246,2008,7,26
58,김재환,2015,두산,0.308,11,26,3,8,1,0,0,9,1,0,0,6,0,8,0,0.34600000000000003,0.438,2,영랑초-상인천중-인천고-두산-상무,15000,0.784,1988,9,22,외야수,우투,좌타,183,90,0.4918032786885246,2008,8,27
58,김재환,2016,두산,0.143,4,7,2,1,1,0,0,2,0,0,0,0,1,0,1,0.28600000000000003,0.25,0,영랑초-상인천중-인천고-두산-상무,15000,0.536,1988,9,22,외야수,우투,좌타,183,90,0.4918032786885246,2008,9,28
58,김재환,2017,두산,0.217,11,23,3,5,1,0,1,9,4,0,0,7,0,8,0,0.391,0.387,0,영랑초-상인천중-인천고-두산-상무,15000,0.778,1988,9,22,외야수,우투,좌타,183,90,0.4918032786885246,2008,10,29
58,김재환,2018,두산,0.294,6,17,3,5,0,0,1,8,4,0,0,4,0,5,0,0.471,0.429,0,영랑초-상인천중-인천고-두산-상무,15000,0.8999999999999999,1988,9,22,외야수,우투,좌타,183,90,0.4918032786885246,2008,11,30
62,김주찬,2002,롯데,0.107,9,28,2,3,0,0,0,3,0,2,0,1,1,7,1,0.107,0.16699999999999998,1,충암초(장충리틀)-충암중-충암고-삼성-롯데,18000,0.274,1981,3,25,내야수,우투,우타,183,94,0.5136612021857924,2002,1,21
62,김주찬,2003,롯데,0.175,11,40,8,7,0,0,2,13,4,2,0,2,1,18,0,0.325,0.233,0,충암초(장충리틀)-충암중-충암고-삼성-롯데,18000,0.5579999999999999,1981,3,25,내야수,우투,우타,183,94,0.5136612021857924,2002,2,22
62,김주찬,2004,롯데,0.319,13,47,9,15,5,0,0,20,3,5,0,3,1,7,0,0.426,0.365,1,충암초(장충리틀)-충암중-충암고-삼성-롯데,18000,0.7909999999999999,1981,3,25,내야수,우투,우타,183,94,0.5136612021857924,2002,3,23
62,김주찬,2008,롯데,0.417,4,12,3,5,0,1,0,7,1,4,1,0,0,2,0,0.583,0.417,0,충암초(장충리틀)-충암중-충암고-삼성-롯데,18000,1,1981,3,25,내야수,우투,우타,183,94,0.5136612021857924,2002,7,27
62,김주찬,2009,롯데,0.27,11,37,5,10,1,0,0,11,2,0,1,1,0,9,1,0.297,0.289,0,충암초(장충리틀)-충암중-충암고-삼성-롯데,18000,0.586,1981,3,25,내야수,우투,우타,183,94,0.5136612021857924,2002,8,28
62,김주찬,2010,롯데,0.5,8,24,5,12,6,0,0,18,7,2,0,1,0,4,0,0.75,0.52,0,충암초(장충리틀)-충암중-충암고-삼성-롯데,18000,1.27,1981,3,25,내야수,우투,우타,183,94,0.5136612021857924,2002,9,29
62,김주찬,2011,롯데,0.433,12,30,4,13,0,0,1,16,6,2,1,0,0,5,0,0.5329999999999999,0.433,0,충암초(장충리틀)-충암중-충암고-삼성-롯데,18000,0.966,1981,3,25,내야수,우투,우타,183,94,0.5136612021857924,2002,10,30
62,김주찬,2012,롯데,0.308,11,39,3,12,1,1,0,15,1,5,0,0,0,3,0,0.385,0.308,0,충암초(장충리틀)-충암중-충암고-삼성-롯데,18000,0.6930000000000001,1981,3,25,내야수,우투,우타,183,94,0.5136612021857924,2002,11,31
62,김주찬,2013,KIA,0.429,9,28,8,12,3,2,0,19,5,4,1,2,0,3,0,0.679,0.467,0,충암초(장충리틀)-충암중-충암고-삼성-롯데,18000,1.146,1981,3,25,내야수,우투,우타,183,94,0.5136612021857924,2002,12,32
62,김주찬,2014,KIA,0.333,11,24,2,8,2,0,0,10,1,1,0,3,1,3,1,0.417,0.429,0,충암초(장충리틀)-충암중-충암고-삼성-롯데,18000,0.846,1981,3,25,내야수,우투,우타,183,94,0.5136612021857924,2002,13,33
62,김주찬,2015,KIA,0.15,10,20,1,3,0,0,0,3,0,0,0,2,0,5,1,0.15,0.227,0,충암초(장충리틀)-충암중-충암고-삼성-롯데,18000,0.377,1981,3,25,내야수,우투,우타,183,94,0.5136612021857924,2002,14,34
62,김주찬,2016,KIA,0.222,5,9,2,2,2,0,0,4,1,0,0,1,1,4,0,0.444,0.364,0,충암초(장충리틀)-충암중-충암고-삼성-롯데,18000,0.8079999999999999,1981,3,25,내야수,우투,우타,183,94,0.5136612021857924,2002,15,35
62,김주찬,2017,KIA,0.174,8,23,0,4,0,0,0,4,1,0,0,0,0,2,1,0.174,0.16699999999999998,0,충암초(장충리틀)-충암중-충암고-삼성-롯데,18000,0.341,1981,3,25,내야수,우투,우타,183,94,0.5136612021857924,2002,16,36
62,김주찬,2018,KIA,0.1,5,10,2,1,0,0,1,4,4,0,2,3,0,1,0,0.4,0.308,0,충암초(장충리틀)-충암중-충암고-삼성-롯데,18000,0.708,1981,3,25,내야수,우투,우타,183,94,0.5136612021857924,2002,17,37
63,김주형,2004,KIA,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,학강초-광주동성중-광주동성고-KIA-상무,30000,0,1985,12,15,내야수,우투,우타,186,108,0.5806451612903226,2004,1,19
63,김주형,2005,KIA,0.214,6,14,1,3,0,0,0,3,1,0,0,0,0,2,2,0.214,0.214,1,학강초-광주동성중-광주동성고-KIA-상무,30000,0.428,1985,12,15,내야수,우투,우타,186,108,0.5806451612903226,2004,2,20
63,김주형,2006,KIA,0.214,11,14,2,3,0,0,1,6,3,0,0,1,0,1,0,0.429,0.267,0,학강초-광주동성중-광주동성고-KIA-상무,30000,0.696,1985,12,15,내야수,우투,우타,186,108,0.5806451612903226,2004,3,21
63,김주형,2007,KIA,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,학강초-광주동성중-광주동성고-KIA-상무,30000,0,1985,12,15,내야수,우투,우타,186,108,0.5806451612903226,2004,4,22
63,김주형,2008,KIA,0.083,9,24,1,2,0,0,0,2,0,0,0,2,1,5,0,0.083,0.185,0,학강초-광주동성중-광주동성고-KIA-상무,30000,0.268,1985,12,15,내야수,우투,우타,186,108,0.5806451612903226,2004,5,23
63,김주형,2011,KIA,0.303,10,33,2,10,0,0,2,16,4,0,0,5,1,5,0,0.485,0.41,1,학강초-광주동성중-광주동성고-KIA-상무,30000,0.895,1985,12,15,내야수,우투,우타,186,108,0.5806451612903226,2004,8,26
63,김주형,2013,KIA,0.25,5,4,0,1,0,0,0,1,0,0,0,1,0,1,0,0.25,0.4,0,학강초-광주동성중-광주동성고-KIA-상무,30000,0.65,1985,12,15,내야수,우투,우타,186,108,0.5806451612903226,2004,10,28
63,김주형,2014,KIA,0.353,12,34,2,12,5,0,0,17,5,1,0,6,0,6,2,0.5,0.45,2,학강초-광주동성중-광주동성고-KIA-상무,30000,0.95,1985,12,15,내야수,우투,우타,186,108,0.5806451612903226,2004,11,29
63,김주형,2016,KIA,0.457,14,35,8,16,1,0,2,23,7,0,0,0,3,4,2,0.657,0.5,2,학강초-광주동성중-광주동성고-KIA-상무,30000,1.157,1985,12,15,내야수,우투,우타,186,108,0.5806451612903226,2004,13,31
63,김주형,2017,KIA,0.28,10,25,5,7,2,0,2,15,4,0,0,4,0,5,1,0.6,0.379,0,학강초-광주동성중-광주동성고-KIA-상무,30000,0.979,1985,12,15,내야수,우투,우타,186,108,0.5806451612903226,2004,14,32
63,김주형,2018,KIA,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,학강초-광주동성중-광주동성고-KIA-상무,30000,0,1985,12,15,내야수,우투,우타,186,108,0.5806451612903226,2004,15,33
64,김지수,2010,넥센,0,6,1,1,0,0,0,0,0,1,0,0,3,0,1,0,0,0.75,0,서일초(서초리틀)-서울경원중-중앙고-동국대-히어로즈-넥센-경찰,4000,0.75,1986,8,23,내야수,우투,우타,180,81,0.45,2010,1,24
64,김지수,2014,넥센,0.067,12,15,3,1,0,0,0,1,0,1,0,1,1,2,1,0.067,0.17600000000000002,1,서일초(서초리틀)-서울경원중-중앙고-동국대-히어로즈-넥센-경찰,4000,0.243,1986,8,23,내야수,우투,우타,180,81,0.45,2010,5,28
64,김지수,2015,넥센,0.091,9,11,2,1,0,0,0,1,0,0,0,1,0,2,1,0.091,0.16699999999999998,0,서일초(서초리틀)-서울경원중-중앙고-동국대-히어로즈-넥센-경찰,4000,0.258,1986,8,23,내야수,우투,우타,180,81,0.45,2010,6,29
64,김지수,2016,넥센,0,5,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,서일초(서초리틀)-서울경원중-중앙고-동국대-히어로즈-넥센-경찰,4000,0,1986,8,23,내야수,우투,우타,180,81,0.45,2010,7,30
64,김지수,2017,넥센,0.5,4,8,3,4,1,0,0,5,0,0,0,1,0,0,0,0.625,0.556,1,서일초(서초리틀)-서울경원중-중앙고-동국대-히어로즈-넥센-경찰,4000,1.181,1986,8,23,내야수,우투,우타,180,81,0.45,2010,8,31
64,김지수,2018,넥센,0.083,7,12,1,1,0,0,0,1,2,0,0,0,0,3,0,0.083,0.083,0,서일초(서초리틀)-서울경원중-중앙고-동국대-히어로즈-넥센-경찰,4000,0.166,1986,8,23,내야수,우투,우타,180,81,0.45,2010,9,32
65,김진곤,2015,KT,0.133,10,15,2,2,1,0,0,3,0,0,1,0,0,4,0,0.2,0.133,0,서흥초-동산중-동산고-제주산업대,NA,0.333,1987,9,10,외야수,우투,좌타,173,75,0.43352601156069365,2015,1,28
67,김태균,2002,한화,0.235,11,34,7,8,5,0,1,16,4,1,0,4,1,14,0,0.471,0.333,2,천안남산초-천안북중-북일고-(대전대),16000,0.804,1982,5,29,내야수,우투,우타,185,110,0.5945945945945946,2002,1,20
67,김태균,2003,한화,0.115,10,26,2,3,1,0,0,4,0,0,0,7,0,7,0,0.154,0.303,1,천안남산초-천안북중-북일고-(대전대),16000,0.457,1982,5,29,내야수,우투,우타,185,110,0.5945945945945946,2002,2,21
67,김태균,2004,한화,0.318,13,44,4,14,4,0,2,24,12,0,1,5,0,11,2,0.545,0.38,1,천안남산초-천안북중-북일고-(대전대),16000,0.925,1982,5,29,내야수,우투,우타,185,110,0.5945945945945946,2002,3,22
67,김태균,2005,한화,0.405,12,42,11,17,2,0,3,28,11,0,0,10,1,5,1,0.667,0.528,0,천안남산초-천안북중-북일고-(대전대),16000,1.195,1982,5,29,내야수,우투,우타,185,110,0.5945945945945946,2002,4,23
67,김태균,2006,한화,0.4,7,20,3,8,2,0,0,10,5,0,0,7,1,3,0,0.5,0.5710000000000001,1,천안남산초-천안북중-북일고-(대전대),16000,1.071,1982,5,29,내야수,우투,우타,185,110,0.5945945945945946,2002,5,24
67,김태균,2007,한화,0.423,7,26,2,11,2,0,1,16,5,0,0,2,0,4,0,0.615,0.448,0,천안남산초-천안북중-북일고-(대전대),16000,1.063,1982,5,29,내야수,우투,우타,185,110,0.5945945945945946,2002,6,25
67,김태균,2008,한화,0.351,11,37,8,13,2,0,4,27,9,0,0,3,2,5,1,0.73,0.429,1,천안남산초-천안북중-북일고-(대전대),16000,1.159,1982,5,29,내야수,우투,우타,185,110,0.5945945945945946,2002,7,26
67,김태균,2009,한화,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,천안남산초-천안북중-북일고-(대전대),16000,0,1982,5,29,내야수,우투,우타,185,110,0.5945945945945946,2002,8,27
67,김태균,2012,한화,0.4,10,25,4,10,3,0,2,19,8,0,0,4,0,2,2,0.76,0.483,0,천안남산초-천안북중-북일고-(대전대),16000,1.2429999999999999,1982,5,29,내야수,우투,우타,185,110,0.5945945945945946,2002,11,30
67,김태균,2013,한화,0.25,9,32,4,8,0,0,2,14,5,0,0,2,0,7,1,0.438,0.294,1,천안남산초-천안북중-북일고-(대전대),16000,0.732,1982,5,29,내야수,우투,우타,185,110,0.5945945945945946,2002,12,31
67,김태균,2014,한화,0.222,9,27,2,6,2,0,0,8,1,0,0,5,0,4,2,0.29600000000000004,0.344,0,천안남산초-천안북중-북일고-(대전대),16000,0.6399999999999999,1982,5,29,내야수,우투,우타,185,110,0.5945945945945946,2002,13,32
67,김태균,2015,한화,0.278,8,18,0,5,1,0,0,6,6,0,0,1,1,3,0,0.333,0.318,0,천안남산초-천안북중-북일고-(대전대),16000,0.6509999999999999,1982,5,29,내야수,우투,우타,185,110,0.5945945945945946,2002,14,33
67,김태균,2016,한화,0.35,14,40,6,14,4,0,0,18,12,0,0,5,1,8,0,0.45,0.426,0,천안남산초-천안북중-북일고-(대전대),16000,0.8759999999999999,1982,5,29,내야수,우투,우타,185,110,0.5945945945945946,2002,15,34
67,김태균,2017,한화,0.381,7,21,3,8,0,0,1,11,7,0,0,3,1,1,0,0.524,0.48,0,천안남산초-천안북중-북일고-(대전대),16000,1.004,1982,5,29,내야수,우투,우타,185,110,0.5945945945945946,2002,16,35
67,김태균,2018,한화,0.3,5,10,0,3,0,0,0,3,1,0,0,1,0,2,0,0.3,0.364,0,천안남산초-천안북중-북일고-(대전대),16000,0.6639999999999999,1982,5,29,내야수,우투,우타,185,110,0.5945945945945946,2002,17,36
68,김태연,2018,한화,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,청주초-덕수중-야탑고,5000,NA,1997,6,10,내야수,우투,우타,178,99,0.5561797752808989,2018,1,21
70,김태진,2016,NC,0,6,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,수유초-신일중-신일고-NC-경찰,8000,0,1995,10,7,내야수,우투,좌타,170,75,0.4411764705882353,2016,1,21
71,김하성,2015,넥센,0.148,11,27,2,4,1,0,0,5,1,1,2,1,0,4,0,0.185,0.179,2,부천북초-부천중-야탑고,10000,0.364,1995,10,17,내야수,우투,우타,175,76,0.4342857142857143,2015,1,20
71,김하성,2016,넥센,0.143,15,42,5,6,0,1,0,8,1,3,1,5,0,17,1,0.19,0.234,0,부천북초-부천중-야탑고,10000,0.424,1995,10,17,내야수,우투,우타,175,76,0.4342857142857143,2015,2,21
71,김하성,2017,넥센,0.219,11,32,6,7,3,0,0,10,3,0,0,3,0,5,0,0.313,0.28600000000000003,0,부천북초-부천중-야탑고,10000,0.599,1995,10,17,내야수,우투,우타,175,76,0.4342857142857143,2015,3,22
71,김하성,2018,넥센,0.333,6,18,3,6,0,0,3,15,7,1,0,2,0,0,0,0.833,0.4,1,부천북초-부천중-야탑고,10000,1.233,1995,10,17,내야수,우투,우타,175,76,0.4342857142857143,2015,4,23
72,김헌곤,2011,삼성,0.667,3,6,2,4,1,0,1,8,3,0,0,1,0,0,0,1.3330000000000002,0.7140000000000001,0,회원초-경복중-제주관광고-영남대-삼성-상무,7000,2.0469999999999997,1988,11,9,외야수,우투,우타,174,81,0.46551724137931033,2011,1,23
72,김헌곤,2012,삼성,0.222,7,9,1,2,0,0,0,2,0,1,0,0,0,3,0,0.222,0.222,0,회원초-경복중-제주관광고-영남대-삼성-상무,7000,0.444,1988,11,9,외야수,우투,우타,174,81,0.46551724137931033,2011,2,24
72,김헌곤,2013,삼성,0.143,6,7,1,1,0,0,0,1,0,0,1,1,0,1,0,0.14300000000000002,0.25,0,회원초-경복중-제주관광고-영남대-삼성-상무,7000,0.393,1988,11,9,외야수,우투,우타,174,81,0.46551724137931033,2011,3,25
72,김헌곤,2014,삼성,0.143,7,7,1,1,1,0,0,2,0,0,0,0,0,1,0,0.28600000000000003,0.14300000000000002,0,회원초-경복중-제주관광고-영남대-삼성-상무,7000,0.429,1988,11,9,외야수,우투,우타,174,81,0.46551724137931033,2011,4,26
72,김헌곤,2017,삼성,0.257,11,35,5,9,4,1,0,15,3,1,1,3,1,4,0,0.429,0.333,1,회원초-경복중-제주관광고-영남대-삼성-상무,7000,0.762,1988,11,9,외야수,우투,우타,174,81,0.46551724137931033,2011,7,29
72,김헌곤,2018,삼성,0.308,6,13,1,4,2,0,0,6,2,0,0,1,0,2,1,0.462,0.333,0,회원초-경복중-제주관광고-영남대-삼성-상무,7000,0.795,1988,11,9,외야수,우투,우타,174,81,0.46551724137931033,2011,8,30
73,김현수,2007,두산,0.5,4,2,0,1,1,0,0,2,0,0,0,0,0,0,1,1,0.5,0,쌍문초-신일중-신일고-두산-볼티모어-필라델피아,NA,1.5,1988,1,12,외야수,우투,좌타,188,100,0.5319148936170213,2007,1,19
73,김현수,2008,두산,0.235,10,34,4,8,2,0,0,10,7,0,0,3,0,4,0,0.294,0.297,0,쌍문초-신일중-신일고-두산-볼티모어-필라델피아,NA,0.591,1988,1,12,외야수,우투,좌타,188,100,0.5319148936170213,2007,2,20
73,김현수,2009,두산,0.143,2,7,1,1,0,0,1,4,1,0,0,1,0,2,0,0.5710000000000001,0.25,0,쌍문초-신일중-신일고-두산-볼티모어-필라델피아,NA,0.821,1988,1,12,외야수,우투,좌타,188,100,0.5319148936170213,2007,3,21
73,김현수,2010,두산,0.381,13,42,9,16,2,0,2,24,13,0,0,6,0,3,2,0.5710000000000001,0.458,0,쌍문초-신일중-신일고-두산-볼티모어-필라델피아,NA,1.029,1988,1,12,외야수,우투,좌타,188,100,0.5319148936170213,2007,4,22
73,김현수,2011,두산,0.395,12,38,7,15,4,0,1,22,7,0,0,5,1,6,1,0.579,0.477,0,쌍문초-신일중-신일고-두산-볼티모어-필라델피아,NA,1.056,1988,1,12,외야수,우투,좌타,188,100,0.5319148936170213,2007,5,23
73,김현수,2012,두산,0.25,13,40,4,10,0,0,0,10,5,0,0,6,0,6,1,0.25,0.348,0,쌍문초-신일중-신일고-두산-볼티모어-필라델피아,NA,0.598,1988,1,12,외야수,우투,좌타,188,100,0.5319148936170213,2007,6,24
73,김현수,2013,두산,0.25,11,28,2,7,0,0,1,10,3,0,0,3,2,6,0,0.35700000000000004,0.364,0,쌍문초-신일중-신일고-두산-볼티모어-필라델피아,NA,0.721,1988,1,12,외야수,우투,좌타,188,100,0.5319148936170213,2007,7,25
73,김현수,2014,두산,0.297,11,37,5,11,0,0,2,17,8,0,0,5,0,4,1,0.459,0.364,0,쌍문초-신일중-신일고-두산-볼티모어-필라델피아,NA,0.823,1988,1,12,외야수,우투,좌타,188,100,0.5319148936170213,2007,8,26
73,김현수,2015,두산,0.387,10,31,3,12,6,0,0,18,7,0,0,2,1,5,1,0.581,0.429,0,쌍문초-신일중-신일고-두산-볼티모어-필라델피아,NA,1.01,1988,1,12,외야수,우투,좌타,188,100,0.5319148936170213,2007,9,27
73,김현수,2018,LG,0.429,7,21,4,9,3,0,0,12,1,0,0,0,1,2,2,0.5710000000000001,0.455,0,쌍문초-신일중-신일고-두산-볼티모어-필라델피아,NA,1.026,1988,1,12,외야수,우투,좌타,188,100,0.5319148936170213,2007,12,30
75,김혜성,2017,넥센,0.3,5,10,0,3,0,1,0,5,1,0,0,1,0,2,1,0.5,0.364,1,문촌초(고양시리틀)-동산중-동산고,13000,0.8640000000000001,1999,1,27,내야수,우투,좌타,179,78,0.43575418994413406,2017,1,18
75,김혜성,2018,넥센,0.333,7,9,1,3,0,0,0,3,0,1,1,0,0,1,0,0.333,0.333,0,문촌초(고양시리틀)-동산중-동산고,13000,0.6659999999999999,1999,1,27,내야수,우투,좌타,179,78,0.43575418994413406,2017,2,19
76,김회성,2009,한화,0.154,8,13,0,2,0,0,0,2,2,0,0,0,2,8,1,0.154,0.267,2,대전신흥초-한밭중-세광고-경성대-한화-경찰,10000,0.42100000000000004,1985,12,4,내야수,우투,우타,190,92,0.4842105263157895,2009,1,24
76,김회성,2010,한화,0.333,7,6,1,2,1,0,0,3,1,0,0,0,0,1,0,0.5,0.333,0,대전신흥초-한밭중-세광고-경성대-한화-경찰,10000,0.833,1985,12,4,내야수,우투,우타,190,92,0.4842105263157895,2009,2,25
76,김회성,2014,한화,0.2,11,30,4,6,1,0,2,13,3,0,0,0,1,9,0,0.433,0.226,0,대전신흥초-한밭중-세광고-경성대-한화-경찰,10000,0.659,1985,12,4,내야수,우투,우타,190,92,0.4842105263157895,2009,6,29
76,김회성,2015,한화,0.276,8,29,2,8,3,0,0,11,1,0,1,2,1,5,0,0.379,0.344,0,대전신흥초-한밭중-세광고-경성대-한화-경찰,10000,0.723,1985,12,4,내야수,우투,우타,190,92,0.4842105263157895,2009,7,30
76,김회성,2017,한화,0.077,5,13,1,1,1,0,0,2,0,0,0,2,0,6,0,0.154,0.2,2,대전신흥초-한밭중-세광고-경성대-한화-경찰,10000,0.354,1985,12,4,내야수,우투,우타,190,92,0.4842105263157895,2009,9,32
77,나경민,2017,롯데,0.24,10,25,7,6,2,0,0,8,0,5,1,3,0,6,1,0.32,0.321,0,둔촌초-잠신중-덕수고,NA,0.6409999999999999,1991,12,12,외야수,좌투,좌타,177,80,0.4519774011299435,2017,1,26
77,나경민,2018,롯데,0.286,5,7,2,2,0,0,0,2,1,0,1,1,0,3,0,0.28600000000000003,0.375,0,둔촌초-잠신중-덕수고,NA,0.6609999999999999,1991,12,12,외야수,좌투,좌타,177,80,0.4519774011299435,2017,2,27
79,나성범,2014,NC,0.31,10,29,5,9,0,1,2,17,7,1,1,1,1,12,0,0.586,0.355,1,광주대성초-진흥중-진흥고-연세대,30000,0.941,1989,10,3,외야수,좌투,좌타,183,100,0.546448087431694,2014,1,25
79,나성범,2015,NC,0.211,13,38,5,8,3,0,1,14,6,0,0,3,1,10,0,0.368,0.267,1,광주대성초-진흥중-진흥고-연세대,30000,0.635,1989,10,3,외야수,좌투,좌타,183,100,0.546448087431694,2014,2,26
79,나성범,2016,NC,0.327,17,55,9,18,3,0,3,30,17,1,1,7,1,11,2,0.545,0.4,0,광주대성초-진흥중-진흥고-연세대,30000,0.945,1989,10,3,외야수,좌투,좌타,183,100,0.546448087431694,2014,3,27
79,나성범,2017,NC,0.273,11,22,2,6,2,0,1,11,4,0,0,2,1,6,0,0.5,0.36,0,광주대성초-진흥중-진흥고-연세대,30000,0.86,1989,10,3,외야수,좌투,좌타,183,100,0.546448087431694,2014,4,28
79,나성범,2018,NC,0.294,6,17,2,5,1,0,1,9,1,0,0,1,0,3,1,0.529,0.333,0,광주대성초-진흥중-진흥고-연세대,30000,0.8620000000000001,1989,10,3,외야수,좌투,좌타,183,100,0.546448087431694,2014,5,29
81,나원탁,2017,삼성,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,석교초-세광중-세광고-홍익대-삼성,10000,NA,1994,8,20,포수,우투,우타,183,93,0.5081967213114754,2017,1,23
81,나원탁,2018,롯데,0.4,3,10,2,4,1,0,1,8,3,0,0,0,0,2,0,0.8,0.4,0,석교초-세광중-세광고-홍익대-삼성,10000,1.2000000000000002,1994,8,20,포수,우투,우타,183,93,0.5081967213114754,2017,2,24
82,나종덕,2017,롯데,0.111,8,9,0,1,0,0,0,1,0,0,0,1,0,3,0,0.111,0.2,0,무학초-창원신월중-용마고,15000,0.311,1998,3,16,포수,우투,우타,185,99,0.5351351351351351,2017,1,19
82,나종덕,2018,롯데,0.167,3,6,1,1,0,0,0,1,0,0,0,0,0,3,0,0.16699999999999998,0.16699999999999998,0,무학초-창원신월중-용마고,15000,0.334,1998,3,16,포수,우투,우타,185,99,0.5351351351351351,2017,2,20
83,나주환,2003,두산,0.111,11,9,3,1,0,0,0,1,0,0,0,1,0,2,1,0.111,0.2,0,성동초(월드리틀)-휘문중-북일고-두산,10000,0.311,1984,6,14,내야수,우투,우타,180,84,0.4666666666666667,2003,1,19
83,나주환,2004,두산,0,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,성동초(월드리틀)-휘문중-북일고-두산,10000,0,1984,6,14,내야수,우투,우타,180,84,0.4666666666666667,2003,2,20
83,나주환,2005,두산,0.087,12,23,0,2,0,0,0,2,2,0,0,3,0,2,2,0.087,0.185,2,성동초(월드리틀)-휘문중-북일고-두산,10000,0.272,1984,6,14,내야수,우투,우타,180,84,0.4666666666666667,2003,3,21
83,나주환,2006,두산,0.219,11,32,2,7,2,0,0,9,6,0,0,1,1,5,0,0.281,0.265,3,성동초(월드리틀)-휘문중-북일고-두산,10000,0.546,1984,6,14,내야수,우투,우타,180,84,0.4666666666666667,2003,4,22
83,나주환,2007,SK,0.333,10,6,1,2,2,0,0,4,0,0,0,0,0,3,0,0.667,0.333,0,성동초(월드리틀)-휘문중-북일고-두산,10000,1,1984,6,14,내야수,우투,우타,180,84,0.4666666666666667,2003,5,23
83,나주환,2008,SK,0.241,10,29,2,7,2,1,1,14,5,1,0,0,0,7,1,0.483,0.241,1,성동초(월드리틀)-휘문중-북일고-두산,10000,0.7240000000000001,1984,6,14,내야수,우투,우타,180,84,0.4666666666666667,2003,6,24
83,나주환,2009,SK,0.216,12,37,3,8,0,0,0,8,2,2,2,3,0,8,1,0.21600000000000005,0.268,2,성동초(월드리틀)-휘문중-북일고-두산,10000,0.484,1984,6,14,내야수,우투,우타,180,84,0.4666666666666667,2003,7,25
83,나주환,2010,SK,0.563,7,16,4,9,2,0,0,11,2,1,0,0,0,4,0,0.688,0.563,3,성동초(월드리틀)-휘문중-북일고-두산,10000,1.251,1984,6,14,내야수,우투,우타,180,84,0.4666666666666667,2003,8,26
83,나주환,2014,SK,0.5,8,22,1,11,1,0,1,15,8,1,0,8,0,2,0,0.682,0.633,1,성동초(월드리틀)-휘문중-북일고-두산,10000,1.315,1984,6,14,내야수,우투,우타,180,84,0.4666666666666667,2003,12,30
83,나주환,2015,SK,0.24,11,25,3,6,1,0,0,7,2,1,0,3,0,6,1,0.28,0.321,1,성동초(월드리틀)-휘문중-북일고-두산,10000,0.601,1984,6,14,내야수,우투,우타,180,84,0.4666666666666667,2003,13,31
83,나주환,2017,SK,0.167,9,24,1,4,2,0,0,6,1,0,0,2,0,6,0,0.25,0.231,0,성동초(월드리틀)-휘문중-북일고-두산,10000,0.481,1984,6,14,내야수,우투,우타,180,84,0.4666666666666667,2003,15,33
83,나주환,2018,SK,0.4,4,10,1,4,0,0,0,4,1,0,0,2,0,3,0,0.4,0.5,0,성동초(월드리틀)-휘문중-북일고-두산,10000,0.9,1984,6,14,내야수,우투,우타,180,84,0.4666666666666667,2003,16,34
84,나지완,2008,KIA,0.318,12,44,6,14,2,0,2,22,7,1,2,2,2,7,1,0.5,0.3670000000000001,0,수유초-신일중-신일고-단국대,10000,0.867,1985,5,19,외야수,우투,우타,182,105,0.5769230769230769,2008,1,23
